label	ComposerLast	ComposerFirst	Composer	Work	Conductor	Performed	TimesPerf	NumConcerts	CumNumConcerts	NumHSOConcerts	CumNumHSOConcerts	Decade	First Date	Date	DayMonth	Year	Soloists	Comments	Venue	ConcertType	Chorus Conductor	Season	Sponsorship	Rating
Mendelssohn - St. Paul 2000-07-16	Mendelssohn	Felix    	"Mendelssohn, Felix"	St. Paul	"Hickox, Richard"	True	1	1	225	0	208	2000	7/16/2000	2000-07-16	16-Jul	2000	"Susan Gritton (s), Jean Rigby (ms), John Mark Ainsley (t), James Gower (b), Peter Coleman-Wright (b), James Robinson (b)"	"Proms Concert in Royal Albert Hall, London, England with BBC National Orchestra of Wales, BBC national Chorus of Wales, London Symphony Chorus"	Europe	Classical	"Hausmann, Charles"	99-00	Independent	*****
"Beethoven - Symphony #9, ""Choral"" 2000-08-25"	Beethoven	Ludwig van   	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Velazco, Jorge"	True	3	3	228	0	208	2000	8/25/2000	2000-08-25	25/26/27-Aug	2000	"Amelia Sierra (s), Encarnacion Mazquez (ms), Joseph Evans (t), Richard Paul Fink (bar)"	"In Palacio de Bellas Artes (Aug 25) and Sala Nezahualcoytl (Aug 26/27), with Orquestra Sinf¢nica de Miner°a, Mexico City"	Mexico	Classical	"Hausmann, Charles"	99-00	Independent	***
Wagner - TannhÑuser 2000-08-25	Wagner	Richard    	"Wagner, Richard"	TannhÑuser	"Velazco, Jorge"	True	3	0	228	0	208	2000	8/25/2000	2000-08-25	25/26/27-Aug	2000		"BeglÅckt darf nun ich: andante maestoso; In Palacio de Bellas Artes (Aug 25) and Sala Nezahualcoytl (Aug 26/27), with Orquestra Sinf¢nica de Miner°a, Mexico City"	Mexico	Opera	"Hausmann, Charles"	99-00	Independent	**
Wagner - Lohengrin 2000-08-25	Wagner	Richard    	"Wagner, Richard"	Lohengrin	"Velazco, Jorge"	True	3	0	228	0	208	2000	8/25/2000	2000-08-25	25/26/27-Aug	2000		"Treulich gefÅhrt, prelude to Act III (Wedding March), In Palacio de Bellas Artes (Aug 25) and Sala Nezahualcoytl (Aug 26/27), with Orquestra Sinf¢nica de Miner°a, Mexico City"	Mexico	Opera	"Hausmann, Charles"	99-00	Independent	
Wagner - TannhÑuser 2000-08-25	Wagner	Richard    	"Wagner, Richard"	TannhÑuser	"Velazco, Jorge"	True	3	0	228	0	208	2000	8/25/2000	2000-08-25	25/26/27-Aug	2000		"Freudig begrÅssen wir (Arrival of the guests at Wartburg). In Palacio de Bellas Artes (Aug 25) and Sala Nezahualcoytl (Aug 26/27), with Orquestra Sinf¢nica de Miner°a, Mexico City"	Mexico	Opera	"Hausmann, Charles"	99-00	Independent	
Dvo?†k - Stabat Mater 2000-09-23	Dvo?†k	Antonin  	"Dvo?†k, Antonin"	Stabat Mater	"Flor, Claus Peter"	True	3	3	231	3	211	2000	9/23/2000	2000-09-23	23/24/25-Sep	2000	"Christine Goerke (s), Marietta Simpson (ms), Noel Espiritu Velasco (t), Lester Lynch (b)"		Houston	Classical	"Hausmann, Charles"	00-01	HSO	*****
Various - Christmas Pops 2000-12-07	Various	    	Various	Christmas Pops	"Krajewski, Michael"	True	5	5	236	5	216	2000	12/7/2000	2000-12-07	7/8/9/10/10-Dec	2000	Kevin Deas (b)(narr)	"How the Grinch Stole Xmas, Rutter, The Very Best Time of Year; Bass, A Feast of Carols; Bernard/Hermann, Winter Wonderland; Feliz Navidad, Jennings; Go Tell It On the Mountain; Anderson,Sleigh Ride. 08-Dec was Conoco Party"	Houston	Pops	"Hausmann, Charles"	00-01	HSO	**
Bass - A Feast of Carols 2000-12-07	Bass	Randol Alan	"Bass, Randol Alan"	A Feast of Carols	"Krajewski, Michael"	True	5	0	236	0	216	2000	12/7/2000	2000-12-07	7/8/9/10/10-Dec	2000		First HSO-HSC performance of Bass A Feast of Carols. Recorded in 2004s Houston Symphony Glad Tidings.	Houston	Pops	"Hausmann, Charles"	00-01	HSO	
Handel - Messiah 2000-12-15	Handel	George Frideric   	"Handel, George Frideric"	Messiah	"King, Robert"	True	4	4	240	4	220	2000	12/15/2000	2000-12-15	15/16/17/17-Dec	2000	"Lorna Anderson (s), Joyce Didonato (ms), Darren Abrahams (t), Nathan Gunn (bbar)"	2nd Dec 17 concert at 1st Methodist Church	Houston	Classical	"Hausmann, Charles"	00-01	HSO	****
Beethoven - Choral Fantasy 2001-03-31	Beethoven	Ludwig van   	"Beethoven, Ludwig van"	Choral Fantasy	"Delfs, Andreas"	True	3	3	243	3	223	2000	3/31/2001	2001-03-31	31-Mar/1/2-Apr	2001	"Jane Jennings (s), Paula Rasmussen (ms), Benjamin Butterfield (t), Dean Ely (bar), plus Norma Blake (s)(HSC) and John MacDonald (t)(HSC); Scott Holshouser (piano)"	This number calls for a sextet; the accompanying Beethoven Mass in C a quartet. The two HSC members noted completed the sextet.	Houston	Classical	"Hausmann, Charles"	00-01	HSO	***
Beethoven - Mass in C Major 2001-03-31	Beethoven	Ludwig van   	"Beethoven, Ludwig van"	Mass in C Major	"Delfs, Andreas"	True	3	0	243	0	223	2000	3/31/2001	2001-03-31	31-Mar/1/2-Apr	2001	"Jane Jennings (s), Paula Rasmussen (ms), Benjamin Butterfield (t), Dean Ely (bar)"		Houston	Classical	"Hausmann, Charles"	00-01	HSO	****
Prokofiev - Alexander Nevsky 2001-05-04	Prokofiev	Sergei    	"Prokofiev, Sergei"	Alexander Nevsky	"Robertson, David"	True	3	3	246	3	226	2000	5/4/2001	2001-05-04	4/6/7-May	2001	Mary Phillips (ms)		Houston	Classical	"Hausmann, Charles"	00-01	HSO	***
Borodin - Polovtsian Dances 2001-09-15	Borodin	Alexander    	"Borodin, Alexander"	Polovtsian Dances	"Graf, Hans"	True	1	1	247	1	227	2000	9/15/2001	2001-09-15	15-Sep	2001		Season opening night.	Houston	Classical	"Hausmann, Charles"	01-02	HSO	**
Mozart - Ave Verum Corpus 2001-09-15	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Ave Verum Corpus	"Graf, Hans"	True	1	0	247	0	227	2000	9/15/2001	2001-09-15	15-Sep	2001		"Concert four days after 9-11 terrorist attack, Ave Verum Corpus sung with little rehearsal in memorial."	Houston	Classical	"Hausmann, Charles"	01-02	HSO	*****
Barber - Prayers of Kierkegaard 2001-10-06	Barber	Samuel    	"Barber, Samuel"	Prayers of Kierkegaard	"Fisch, Asher"	True	3	3	250	3	230	2000	10/6/2001	2001-10-06	6/7/8-Oct	2001	Carmen Pelton (s)	"Fisch replaced Robert Spano, who bowed out to conduct a concert for his Brooklyn Orchestra, in memory of September 11 dead"	Houston	Classical	"Hausmann, Charles"	01-02	HSO	****
Holst - The Planets 2001-10-06	Holst	Gustav    	"Holst, Gustav"	The Planets	"Fisch, Asher"	False	0	0	250	0	230	2000	10/6/2001	2001-10-06	6/7/8-Oct	2001		"HSC Women only. Fisch replaced Robert Spano, who bowed out to conduct a concert for his Brooklyn Philharmonic Orchestra, in memory of September 11 dead"	Houston	Classical	"Hausmann, Charles"	01-02	HSO	
Various - Christmas Pops 2001-12-13	Various	    	Various	Christmas Pops	"Krajewski, Michael"	True	5	5	255	5	235	2000	12/13/2001	2001-12-13	13/14/15/16/16-Dec	2001	"Michael Andrew (vocalist), Steve Smith (narr)"	Bell Carol;The First Noel; What Child is This; Go Tell it On the Mountain; The Twelve Days of Christmas; Do You Hear What I Hear?; Ill Be Home for Christmas; White Christmas; Have Yourself a Merry Little Christmas; The Night Before Christmas; Santa Claus Is Coming to Town. Dec 14 concert was Conoco Christmas Party	Houston	Pops	"Hausmann, Charles"	01-02	HSO	**
Bass - Bell Carols from Christmas Ornaments 2001-12-13	Bass	Randol Alan	"Bass, Randol Alan"	Bell Carols from Christmas Ornaments	"Krajewski, Michael"	True	5	0	255	0	235	2000	12/13/2001	2001-12-13	13/14/15/16/16-Dec	2001			Houston	Pops	"Hausmann, Charles"	01-02	HSO	
Handel - Messiah 2001-12-21	Handel	George Frideric   	"Handel, George Frideric"	Messiah	"Llewellyn, Grant"	True	4	4	259	4	239	2000	12/21/2001	2001-12-21	21/22/23/23-Dec	2001	"Ann Monoyios (s), Margaret Lattimore (ms), Carl Halvorson (t), Stephen Powell (bbar)"	2nd Dec 23 concert at 1st Methodist Chuch	Houston	Classical	"Hausmann, Charles"	01-02	HSO	***
Brahms - Triumphlied (Song of Triumph) 2002-03-16	Brahms	Johannes    	"Brahms, Johannes"	Triumphlied (Song of Triumph)	"Graf, Hans"	True	3	0	262	0	242	2000	3/16/2002	2002-03-16	16/17/18-Mar	2002			Houston	Classical	"Hausmann, Charles"	01-02	HSO	**
Kod†ly - Te Deum 2002-03-16	Kod†ly	Zolt†n  	"Kod†ly, Zolt†n"	Te Deum	"Graf, Hans"	True	3	3	262	3	242	2000	3/16/2002	2002-03-16	16/17/18-Mar	2002	"Jessica Jones (s), Gigi Mitchell-Velasco, (ms), Karl Dent (t), William Stone (bar)"		Houston	Classical	"Hausmann, Charles"	01-02	HSO	**
Beethoven - Missa Solemnis 2002-05-11	Beethoven	Ludwig van   	"Beethoven, Ludwig van"	Missa Solemnis	"Graf, Hans"	True	3	3	265	3	245	2000	5/11/2002	2002-05-11	11/12/13-May	2002	"Camellia Johnson (s), Jill Grove (ms), Anthony Dean Griffey (t), David Pittsinger (bar)"		Houston	Classical	"Hausmann, Charles"	01-02	HSO	****
Holst - The Planets 2002-08-22	Holst	Gustav	"Holst, Gustav"	The Planets	"Smolij, Mariusz"	False	0	0	265	0	245	2000	8/22/2002	2002-08-22	22-Aug	2002		"Ten of the HSC women performed valiantly, while a major chorus contingent was rehearsing in Mexico City.  Said one chorus womam, ""under-rehearsed and under-performed"".  HSC was not credited in the program."	Houston	Classical	"Hausmann, Charles"	01-02	HSO	
Berlioz - Requiem 2002-08-24	Berlioz	Hector    	"Berlioz, Hector"	Requiem	"Velazco, Jorge"	True	2	2	267	0	245	2000	8/24/2002	2002-08-24	24/25-Aug	2002	Randolph Lacy (t)	"In Sala Nezahualcoytl, with Orquesta Sinf¢nica de Miner°a, Mexico City"	Mexico	Classical	"Hausmann, Charles"	01-02	Independent	***
Various - An American Salute (Pops) 2002-09-06	Various	    	Various	An American Salute (Pops)	"Krajewski, Michael"	True	3	3	270	3	248	2000	9/6/2002	2002-09-06	6/7/8-Sep	2002	"Danica Dawn (ms), Sam Handley (bar), Larry Dierker (narr)"	Concert timed to be 9/11 memorial	Houston	Pops	"Hausmann, Charles"	02-03	HSO	***
Thompson - Testament of Freedom 2002-10-12	Thompson	Randall    	"Thompson, Randall"	Testament of Freedom	"Hausmann, Charles"	True	1	1	271	1	249	2000	10/12/2002	2002-10-12	12-Nov	2002		"Concert at The Centrum, NW Houston"	Houston	Classical	"Hausmann, Charles"	02-03	HSO	***
Thompson - Peaceable Kingdom 2002-10-12	Thompson	Randall    	"Thompson, Randall"	Peaceable Kingdom	"Hausmann, Charles"	True	1	0	271	0	249	2000	10/12/2002	2002-10-12	12-Nov	2002		"Sang Have Ye Not Known, Ye Shall Have a Song. Concert at The Centrum, NW Houston"	Houston	Classical	"Hausmann, Charles"	02-03	HSO	****
Vaughan Williams - Dona Nobis Pacem 2002-10-12	Vaughan Williams	Ralph    	"Vaughan Williams, Ralph"	Dona Nobis Pacem	"Hausmann, Charles"	True	1	0	271	0	249	2000	10/12/2002	2002-10-12	12-Nov	2002		"Sang Beat! Beat! Drums!. Concert at The Centrum, NW Houston"	Houston	Classical	"Hausmann, Charles"	02-03	HSO	***
Copland - Tender Land 2002-10-12	Copland	Aaron	"Copland, Aaron"	Tender Land	"Hausmann, Charles"	True	1	0	271	0	249	2000	10/12/2002	2002-10-12	12-Nov	2002		"Sang ""Promise of Living."" Concert at The Centrum, NW Houston"	Houston	Classical	"Hausmann, Charles"	02-03	HSO	**
Barber - Agnus Dei (Adagio for Strings) 2002-10-12	Barber	Samuel    	"Barber, Samuel"	Agnus Dei (Adagio for Strings)	"Hausmann, Charles"	True	1	0	271	0	249	2000	10/12/2002	2002-10-12	12-Nov	2002		"Concert at The Centrum, NW Houston"	Houston	Classical	"Hausmann, Charles"	02-03	HSO	***
Bruckner - Te Deum 2002-11-16	Bruckner	Anton    	"Bruckner, Anton"	Te Deum	"Graf, Hans"	True	3	3	274	3	252	2000	11/16/2002	2002-11-16	16/17/18-Nov	2002	"Marjorie Elinor Dix (s), Mary Phillips (ms), Daniel Weeks (t), Philip Cutlip (bar)"		Houston	Classical	"Hausmann, Charles"	02-03	HSO	***
Mozart - Requiem 2002-11-22	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Requiem	"Graf, Hans"	True	2	2	276	2	254	2000	11/22/2002	2002-11-22	22/23-Nov	2002	"Scott Holshouser (piano), Joseph Shalamayev (t), Mikhail Svetlov (b)"	"Concert was Rimsky-Korsakovs Mozart and Salieri. Small HSC chorus sang portion of Mozart requiem from the loft of Moores Opera House, U of H."	Houston	Classical	"Hausmann, Charles"	02-03	HSO	**
Various - Christmas Pops 2002-12-13	Various	    	Various	Christmas Pops	"Krajewski, Michael"	True	5	5	281	5	259	2000	12/13/2002	2002-12-13	12/13/14/15/15-Dec	2002	Chris Deviney (Narrator of The Night before Christmas)	"Deck the Halls, Dragon; Home Alone, Williams; Wassail Song, Vaughan Williams; Its Christmastime, Jessel/R. Nelson. with Houston Childrens Chorus (Stephen Roddy dir). Dec 21 was Conoco Christmas Concert"	Houston	Pops	"Hausmann, Charles"	02-03	HSO	**
Handel - Messiah 2002-12-20	Handel	George Frideric   	"Handel, George Frideric"	Messiah	"McGegan, Nicholas"	True	4	4	285	4	263	2000	12/20/2002	2002-12-20	20/21/22/22-Dec	2002	"Dominique Labelle (s), Jennifer Dudley (ms), William Burden (t), Stephen Salters (bar)"	2nd Dec 22 concert at 1st Methodist Church	Houston	Classical	"Hausmann, Charles"	02-03	HSO	*****
Mendelssohn - Midsummer Nights Dream 2003-02-22	Mendelssohn	Felix    	"Mendelssohn, Felix"	Midsummer Nights Dream	"Graf, Hans"	False	0	0	285	0	263	2000	2/22/2003	2003-02-22	22/23/24-Feb	2003		"Semi-staged with 50% of women entering to sing, rest from offstage"	Houston	Classical	"Hausmann, Charles"	02-03	HSO	
Various - Recording session 2003-03-10	Various		Various	Recording session	"Krajewski, Michael"	False	0	0	285	0	263	2000	3/10/2003	2003-03-10	10/11-Mar	2003		For first Christmas CD -- canceled because of Musicians strike.	Houston	Recording	"Hausmann, Charles"	02-03	HSO	
Rachmaninoff - The Bells 2003-03-22	Rachmaninoff	Sergei	"Rachmaninoff, Sergei"	The Bells	"Volkov, Ilan"	False	0	0	285	0	263	2000	3/22/2003	2003-03-22	22/23/24-Mar	2003		Canceled because of Musicians strike. HSC has completed all but one of the scheduled rehearsals	Houston	Classical	"Hausmann, Charles"	02-03	HSO	
"Beethoven - Symphony #9, ""Choral"" 2003-05-09"	Beethoven	Ludwig van   	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Graf, Hans"	True	3	3	288	3	266	2000	5/9/2003	2003-05-09	9/19/11-May	2003	"Alexandra Deshorties (s), Gigi Mitchell-Velasco (ms), Anthony Dean Griffey (t), Richard Bernstein (bbar)"	Presented with 2 overhead screens (a first for JH)	Houston	Classical	"Hausmann, Charles"	02-03	HSO	***
"Schubert - Gesang der Geister Åber den Wassern. ""Song of the Spirits Above the Waters"" 2003-05-09"	Schubert	Franz    	"Schubert, Franz"	"Gesang der Geister Åber den Wassern. ""Song of the Spirits Above the Waters"""	"Graf, Hans"	True	3	0	288	0	266	2000	5/9/2003	2003-05-09	9/10/11-May	2003		Men of HSC (8-part men)	Houston	Classical	"Hausmann, Charles"	02-03	HSO	***
Various - Recording session 2003-05-21	Various		Various	Recording session	"Krajewski, Michael"	True	1	1	289	1	267	2000	5/21/2003	2003-05-21	21-May	2003		"Recording session, First Christmas CD, Jones Hall. This was re-scheduling of March 10-11 sessions, postponed because of Musicians Strike."	Houston	Recording	"Hausmann, Charles"	02-03	HSO	
Bass - Gloria 2003-05-21	Bass	Randol Alan	"Bass, Randol Alan"	Gloria	"Krajewski, Michael"	True	1	0	289	0	267	2000	5/21/2003	2003-05-21	21-May	2003		"Recording session included Bass Gloria, feature of first Christmas record."	Houston	Recording	"Hausmann, Charles"	02-03	HSO	
Various - Opera Choruses 2003-08-30	Various	    	Various	Opera Choruses	"Spierer, Carlos"	True	2	2	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	"Amelia Sierra (s), Guadelupe JimÇnez (s), Mabel Perelstein (ms), Nestor L¢pez (t), Edgar GutiÇrrez (t), Juan Orozco (bar), Salvador Guizar (bar), Emelio Carsi (b), Daniel Cervantes (b)"	"Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Jorge Velasco died shortly before concert series.  A true gentleman, always considerate of our needs and feelings, he was misssed.  The very arduous rehearsal schedule was pushed by Carlos Spierer, his successor."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	**
Bizet - Carmen 2003-08-30	Bizet	Georges    	"Bizet, Georges"	Carmen	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	"Mabel Perelstein, Carmen; Maribel Salazar, Mercedes; Amelia Sierra, Frasquita; Joan Orozco, Escamillo"	"""Haba§era"" and Chorus; The TorÇador Song and Chorus. Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series"	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Borodin - Polovtsian Dances 2003-08-30	Borodin	Alexander    	"Borodin, Alexander"	Polovtsian Dances	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003		"Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Classical	"Hausmann, Charles"	02-03	Independent	
Gounod - Faust 2003-08-30	Gounod	Charles	"Gounod, Charles"	Faust	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	"Guadalupe JimÇnez (Margarita), Mabel Perelstein (Siebel), Oscar Roa (Fausto), Juan Orozco (Mefist¢feles), Salvador Guizar (Valentin)"	"""Ainsi que la brise lÇgäre (Waltz and Chorus), ""DÇposons les armes (Soldiers Chorus). Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Classical	"Hausmann, Charles"	02-03	Independent	
Verdi - Nabucco 2003-08-30	Verdi	Giuseppe	"Verdi, Giuseppe"	Nabucco	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003		"Va Pensiero (Chorus of the Hebrew Slaves). Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
De Lisle - La Marsellais 2003-08-30	De Lisle	Rouget (arr Berlioz)	"De Lisle, Rouget (arr Berlioz)"	La Marsellais	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003		"Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	General	"Hausmann, Charles"	02-03	Independent	
Wagner - TannhÑuser 2003-08-30	Wagner	Richard	"Wagner, Richard"	TannhÑuser	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003		"Freudig begrÅssen wir (Arrival of the guests at Wartburg, Tournament of song). Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Verdi - Il Trovatore 2003-08-30	Verdi	Giuseppe	"Verdi, Giuseppe"	Il Trovatore	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	Amelia Sierra (Leonora); Mabel Perelstein (Azucena); Nestor L¢pez (Manrico); Daniel Cervantes (Ferrando); Salvador Guizar (Uno zingaro)	"Introductory Chorus and ""Abbietta zingara;"" Chorus of Gypsies (Anvil Chorus); ""Stride la vampa"" and Chorus; Soldier;s Chorus; ""Miserere dun alma"" Chorus. Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Verdi - Aãda 2003-08-30	Verdi	Giuseppe	"Verdi, Giuseppe"	Aãda	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	Amelia Sierra (Aida); Mabel Perelstein (Amneris); Nestor L¢pez (Radames); Daniel Cervantes (Ramfis); Emilio Carsi (Il Re); Salvador Guizar (Messagero); Amelia Sierra (Sacerdotessa)	"""Chi nai fra glinni"" and ""Su! Del Nilo;"" ""Guerra"" Chorus; Consecration Scene and First Finale (""FthÖ"" Chorus). Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Verdi - La Traviata 2003-08-30	Verdi	Giuseppe	"Verdi, Giuseppe"	La Traviata	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	"Amelia Sierra (Violetta), Mabel Perelstein (Flora), Oscar Roa (Alfredo), Edgar GutiÇrrez (Barone), Emelio Carsi (Dottore), Daniel Cervantes (Marchese)"	"""Introduction; Drinking Song (""Brindisi""), Waltz and Duet; Final Chorus (""Stretta""). Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Puccini - Tosca 2003-08-30	Puccini	Giacomo	"Puccini, Giacomo"	Tosca	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	"Edgar GutiÇrrez (Spoletta), Juan Orozco (Scarpia)"	"""Tre sbirri ?una carrozza"" and ""Qui fecit caelum et terram."" Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Puccini - La Boheme 2003-08-30	Puccini	Giacomo	"Puccini, Giacomo"	La Boheme	"Spierer, Carlos"	True	2	0	291	0	267	2000	8/30/2003	2003-08-30	30/31-Aug	2003	"Maribel Salazar (Mimi), Amelia Sierra (Musetta), Juan Orozco (Marcello), Daniel Cervantes (Alcindoro), Salvador Guizar (Schaunard), Emelio Carsi (Colline), Oscar Roa (Rodolfo)"	"""Quando men vo"" and March (The Tattoo). Concert in Sala Nezahualcoytl, Mexico City, with Orquestra Sinf¢nica de Miner°a. Spierer replaced Jorge Velasco, who died shortly before concert series."	Mexico	Opera	"Hausmann, Charles"	02-03	Independent	
Various - Modern Broadway 2003-10-10	Various	    	Various	Modern Broadway	"Krajewski, Michael"	True	3	3	294	3	270	2000	10/10/2003	2003-10-10	10/11/12-Oct	2003	"Jan Horvath (s), Doug LaBrecque (t)"		Houston	Pops	"Hausmann, Charles"	03-04	HSO	***
Britten - War Requiem 2003-11-15	Britten	Benjamin    	"Britten, Benjamin"	War Requiem	"Flor, Claus Peter"	True	3	3	297	3	273	2000	11/15/2003	2003-11-15	15/16/17-Nov	2003	"Twyla Robinson (s), Stanford Olsen (t), Richard Paul Fink (bar)"	With Fort Bend Boys Choir of Texas (William R. Adams dir)	Houston	Classical	"Hausmann, Charles"	03-04	HSO	****
Various - Christmas Pops 2003-12-11	Various	    	Various	Christmas Pops	"Krajewski, Michael"	True	6	6	303	6	279	2000	12/11/2003	2003-12-11	11/12/13/14/15/15-Dec	2003		With Houston Childrems Chorus (Stephen Roddy dir) and Houston School of Dance and Musical Theatre Emsemble (Paula Sloan Art. Dir). Dec 12 was Conoco-Phillipps private Christmas Concert	Houston	Pops	"Hausmann, Charles"	03-04	HSO	**
Bass - Glad Tidings 2003-12-11	Bass	Randol Alan	"Bass, Randol Alan"	Glad Tidings	"Krajewski, Michael"	True	6	0	303	0	279	2000	12/11/2003	2003-12-11	11/12/13/14/15/15-Dec	2003	"Marty Ambrose, Houston Weatherman; and HSC singer, was narrator in first performance (Dec 11)"	First Performance of Bass Glad Tidings (called The Christmas Story in program). Bass participated in the Piano Rehearsal.	Houston	Pops	"Hausmann, Charles"	03-04	HSO	
Handel - Messiah 2003-12-19	Handel	George Frideric   	"Handel, George Frideric"	Messiah	"Lacey, William"	True	4	4	307	4	283	2000	12/19/2003	2003-12-19	19/20/21/21-Dec	2003	"Kendra Colton (s), Paula Rasmussen (ms), Norman Shankle (t), Thomas Meglioranza (bar)"	2nd Dec 21 concert was at First Methodist Church	Houston	Classical	"Hausmann, Charles"	03-04	HSO	****
Various - Memorial Service 2004-02-07	Various		Various	Memorial Service	"Hausmann, Charles"	True	1	0	307	0	283	2000	2/7/2004	2004-02-07	7-Feb	2004	"Rev. Pete Lopez (minister), Charles Rater (organist). "	"Memorial Service for 40-plus year HSC member Earle Jensen, former Chorale President, who died Feb 1 2004. Held at Park Place Lutheran Church. The choir (a combination of church choir and HSC) sang Lead On, O King Eternal; Great is Thy Faithfulness; Amazing Grace; O God, Our Help In Ages Past; Brahms Vie Lieblich; Mozarts Ave Verum."	Houston	Memorial	"Hausmann, Charles"	03-04	Independent	
Orff - Carmina Burana 2004-03-19	Orff	Carl    	"Orff, Carl"	Carmina Burana	"McGegan, Nicholas"	True	3	3	310	3	286	2000	3/19/2004	2004-03-19	19/20/21-Mar	2004	"Ying Huang (s), David Kuebler (t), Thomas Meglioranza (bar)"	With Houston Boychoir (Carole Nelson dir)	Houston	Classical	"Hausmann, Charles"	03-04	HSO	***
"Bernstein - Symphony #3, ""Kaddish"" 2004-03-27"	Bernstein	Leonard    	"Bernstein, Leonard"	"Symphony #3, ""Kaddish"""	"Foster, Lawrence"	True	3	3	313	3	289	2000	3/27/2004	2004-03-27	27/28/29-Mar	2004	"Mervin Mehta, Narrator"	With Fort Bend Boys Choir (William R. Adams dir)	Houston	Classical	"Hausmann, Charles"	03-04	HSO	****
Debussy - Nocturnes 2004-04-24	Debussy	Claude    	"Debussy, Claude"	Nocturnes	"Denäve, StÇphane"	False	0	0	313	0	289	2000	4/24/2004	2004-04-24	24/25/26-Apr	2004		Women of HSC	Houston	Classical	"Hausmann, Charles"	03-04	HSO	
Mozart - Requiem 2004-05-22	Mozart	Wolfgang Amadeus   	"Mozart, Wolfgang Amadeus"	Requiem	"Graf, Hans"	True	3	3	316	3	292	2000	5/22/2004	2004-05-22	22/23/24-May	2004	"Heidi Grant Murphy (s), Jane Gilbert (ms), Standford Olsen (t), Nathan Berg (b)"		Houston	Classical	"Hausmann, Charles"	03-04	HSO	****
Shore - Lord of the Rings Symphony 2004-07-01	Shore	Howard	"Shore, Howard"	Lord of the Rings Symphony	"Mickelthwaite, Alexander"	False	0	0	316	0	292	2000	7/1/2004	2004-07-01	1/2 Jul	2004	"Lauren Lawson (sissel, child solo); Carolee Weber (ms, HSC); Po-Chao Huang (bar, HSC)"	With Houston Childrens Chorus (Stephen Roddy dir)	Houston	Pops	"Hausmann, Charles"	03-04	HSO	
